HouseID,Location,HouseType,Bedrooms,Bathrooms,SquareFootage,YearBuilt,Garage,Garden,Basement,NearbySchools,CrimeRate,DistanceToCityCenter,Price
2350,Suburban,Semi-Detached,5,1,803,1964,No,No,No,2,3.24,19.68,440101.28
2351,Rural,Detached,2,1,1990,1963,Yes,No,No,7,7.63,23.83,993129.8
2352,Urban,Semi-Detached,4,2,2475,1972,No,Yes,Yes,1,4.43,16.9,308097.11
2353,Urban,Apartment,1,3,3287,2003,Yes,No,No,4,3.81,21.37,489077.25
2354,Suburban,Detached,3,3,587,1957,Yes,Yes,No,9,9.61,12.22,772670.28
2355,Suburban,Detached,3,3,1533,2003,Yes,Yes,No,4,6.3,1.0,971645.89
2356,Urban,Semi-Detached,4,2,807,1985,Yes,Yes,No,0,3.27,24.77,100294.29
2357,Suburban,Semi-Detached,3,3,2981,2001,Yes,Yes,Yes,6,9.85,1.94,948359.61
2358,Urban,Detached,1,1,1301,1955,Yes,Yes,No,3,4.49,5.22,998741.72
2359,Rural,Apartment,1,2,663,1977,Yes,Yes,Yes,9,6.83,1.78,914100.47
2360,Suburban,Semi-Detached,3,3,3810,1999,Yes,Yes,No,1,7.51,15.81,152965.0
2361,Urban,Semi-Detached,3,1,3888,1987,Yes,Yes,Yes,7,4.8,14.79,848665.25
2362,Rural,Townhouse,5,1,1495,1979,No,Yes,No,3,5.82,5.64,657773.71
2363,Rural,Apartment,2,2,3203,2022,Yes,Yes,Yes,0,3.16,23.94,59050.21
2364,Urban,Apartment,4,2,1858,2003,No,Yes,Yes,7,5.19,22.88,985157.4
2365,Suburban,Detached,1,3,2565,2020,No,Yes,No,6,3.8,7.36,192997.54
2366,Urban,Apartment,4,3,1594,1995,Yes,Yes,No,2,5.93,16.64,426980.33
2367,Rural,Detached,5,3,1698,1977,No,Yes,Yes,2,7.03,21.45,78758.88
2368,Urban,Townhouse,1,2,2377,1966,No,Yes,No,6,6.53,9.32,344043.16
2369,Suburban,Apartment,5,3,2323,1997,No,Yes,Yes,1,7.99,6.71,589909.44
2370,Rural,Semi-Detached,5,3,1310,1993,No,No,Yes,4,1.37,6.78,934310.47
2371,Urban,Townhouse,3,1,2886,2009,Yes,No,Yes,6,1.71,20.6,990846.3
2372,Suburban,Detached,4,1,2795,2009,No,Yes,Yes,5,2.85,11.85,452190.36
2373,Rural,Townhouse,4,1,3764,1954,Yes,No,No,9,9.87,18.03,456774.69
2374,Suburban,Detached,3,3,3990,2018,No,No,No,6,8.2,16.43,202326.26
2375,Rural,Townhouse,4,2,1848,2019,No,No,No,1,9.32,8.0,523440.95
2376,Urban,Detached,3,1,2853,1956,No,Yes,No,6,3.45,5.6,943076.96
2377,Suburban,Apartment,1,2,2303,2002,Yes,Yes,No,1,6.16,3.58,207126.35
2378,Rural,Semi-Detached,5,3,2751,1966,Yes,Yes,Yes,6,5.99,1.09,303149.58
2379,Suburban,Detached,5,3,3400,2008,Yes,No,No,7,6.13,2.49,896751.98
2380,Suburban,Townhouse,4,1,3694,1958,Yes,No,No,9,7.46,6.78,645109.08
2381,Urban,Detached,2,2,2093,1971,No,Yes,No,7,4.55,17.98,363981.88
2382,Suburban,Detached,5,1,4422,1994,Yes,No,Yes,4,7.09,4.3,822107.72
2383,Rural,Detached,3,3,2994,2022,No,No,No,6,8.1,13.32,153515.93
2384,Rural,Townhouse,2,2,3260,2008,Yes,Yes,No,7,3.6,6.51,865433.8
2385,Rural,Semi-Detached,2,1,4062,1962,No,No,No,3,9.51,13.04,542101.58
2386,Rural,Apartment,5,3,932,1961,No,No,No,1,5.66,18.88,769087.71
2387,Urban,Semi-Detached,5,1,2147,1985,Yes,Yes,No,6,7.59,7.02,542472.01
2388,Suburban,Detached,5,2,1651,1959,No,No,Yes,0,7.56,9.02,283959.28
2389,Urban,Townhouse,3,2,4119,1965,No,Yes,No,1,6.09,18.21,658806.19
2390,Suburban,Semi-Detached,2,2,4317,1968,No,Yes,No,9,3.9,13.89,197051.58
2391,Suburban,Detached,4,2,1321,1955,No,Yes,No,6,7.0,2.82,268376.91
2392,Suburban,Apartment,3,2,1570,1953,No,Yes,Yes,9,1.79,19.07,571859.39
2393,Urban,Apartment,1,1,1004,1979,Yes,Yes,No,0,9.83,7.3,420484.4
2394,Suburban,Apartment,5,1,614,1995,Yes,Yes,No,6,2.66,9.93,757942.17
2395,Urban,Detached,2,1,1939,1976,No,Yes,Yes,4,3.48,6.51,604393.85
2396,Rural,Townhouse,3,1,2290,1994,No,No,No,2,9.59,13.81,412268.37
2397,Rural,Semi-Detached,1,3,1494,1986,Yes,Yes,Yes,1,2.68,17.84,360393.44
2398,Suburban,Apartment,3,3,722,1958,Yes,No,No,6,2.53,20.18,917580.64
2399,Urban,Detached,3,1,1135,2010,Yes,No,Yes,8,8.24,23.09,88078.53
2400,Rural,Detached,4,3,2472,1984,No,Yes,Yes,8,3.26,9.3,706479.49
2401,Urban,Semi-Detached,4,3,4074,1996,No,No,Yes,9,1.85,23.35,422303.65
2402,Urban,Apartment,3,2,1171,1970,Yes,Yes,Yes,9,3.04,15.62,408489.79
2403,Suburban,Detached,1,1,1457,1966,Yes,Yes,No,7,9.0,10.05,669282.93
2404,Rural,Semi-Detached,2,3,1432,2004,Yes,Yes,Yes,1,3.52,22.24,857941.52
2405,Suburban,Townhouse,2,3,595,1955,No,Yes,Yes,0,7.26,14.7,738191.63
2406,Suburban,Townhouse,5,1,2654,1984,No,Yes,No,7,4.56,11.63,686605.7
2407,Rural,Townhouse,5,2,1131,1999,No,Yes,No,1,3.36,0.78,521392.33
2408,Rural,Apartment,2,1,4184,1986,Yes,No,Yes,3,2.3,18.08,495719.54
2409,Urban,Semi-Detached,3,2,4186,1962,No,No,Yes,3,9.75,2.4,487679.51
2410,Rural,Semi-Detached,3,3,2201,1974,Yes,No,No,1,5.69,7.59,188175.09
2411,Urban,Detached,4,2,2449,1950,Yes,No,Yes,3,2.03,24.06,581527.84
2412,Urban,Detached,4,2,1197,1998,Yes,No,No,6,2.79,4.3,349691.06
2413,Urban,Detached,5,1,531,1984,No,Yes,No,5,4.67,8.14,637316.5
2414,Rural,Semi-Detached,2,3,4064,2002,No,No,Yes,9,5.9,23.34,557618.49
2415,Suburban,Detached,3,1,2613,2001,No,Yes,No,5,2.64,8.77,942927.99
2416,Urban,Semi-Detached,2,1,1702,2003,No,Yes,No,3,3.5,8.55,463183.63
2417,Suburban,Semi-Detached,1,3,1278,1996,No,Yes,Yes,1,8.05,16.37,681177.35
2418,Suburban,Townhouse,2,1,1966,1992,No,Yes,No,4,4.76,3.72,613162.43
2419,Rural,Detached,1,1,1415,1969,Yes,Yes,No,2,1.01,24.33,700175.02
2420,Suburban,Townhouse,4,2,1048,1982,Yes,Yes,Yes,2,1.49,7.24,303626.12
2421,Suburban,Apartment,4,1,2748,1965,No,Yes,No,3,4.95,19.75,294386.5
2422,Rural,Apartment,5,3,2393,1956,No,No,No,4,1.54,7.55,581694.06
2423,Urban,Apartment,2,1,2596,2019,No,Yes,Yes,1,2.57,7.25,856608.5
2424,Suburban,Semi-Detached,2,2,3334,1970,Yes,Yes,No,5,7.55,1.91,734008.25
2425,Rural,Semi-Detached,1,1,3498,1985,No,No,No,5,5.32,3.42,514487.96
2426,Suburban,Semi-Detached,4,1,2203,2003,Yes,No,No,7,5.34,13.29,292339.71
2427,Suburban,Detached,1,1,2810,1968,No,Yes,No,1,6.38,14.63,771379.86
2428,Urban,Townhouse,4,2,1656,1974,Yes,No,Yes,7,8.1,20.49,929933.89
2429,Suburban,Semi-Detached,1,3,2530,2016,Yes,Yes,No,7,2.43,1.98,252369.3
2430,Rural,Townhouse,4,3,2333,2002,No,Yes,Yes,3,2.56,9.23,809139.04
2431,Suburban,Townhouse,1,2,843,1997,Yes,Yes,No,6,2.09,5.4,213823.25
2432,Urban,Townhouse,4,2,1699,1991,Yes,Yes,Yes,6,9.43,9.27,905743.83
2433,Urban,Detached,1,1,3962,1996,Yes,No,No,0,6.2,9.18,659947.4
2434,Rural,Detached,2,3,2558,1991,Yes,No,Yes,0,1.83,9.18,221959.5
2435,Urban,Apartment,5,2,2748,1951,No,No,Yes,7,2.99,8.09,84446.55
2436,Suburban,Apartment,1,3,1444,1955,Yes,Yes,No,0,7.53,19.22,709885.48
2437,Urban,Townhouse,5,1,1425,1995,Yes,Yes,No,2,1.26,17.4,625796.73
2438,Rural,Apartment,2,2,4380,2015,Yes,No,Yes,5,7.53,8.87,630751.93
2439,Urban,Townhouse,2,3,2550,1989,No,No,Yes,7,9.2,4.09,508148.82
2440,Urban,Detached,4,3,3785,2007,No,Yes,Yes,4,1.51,13.2,633720.99
2441,Urban,Detached,5,1,3355,2023,Yes,No,Yes,4,2.68,23.01,879561.94
2442,Rural,Detached,3,2,1830,1982,No,No,Yes,3,1.02,3.53,954401.5
2443,Urban,Semi-Detached,4,3,2503,2011,No,Yes,Yes,3,1.98,18.95,377282.56
2444,Urban,Townhouse,5,1,4115,1961,No,No,No,6,6.55,15.18,513478.37
2445,Suburban,Detached,1,3,3107,1998,No,Yes,No,5,1.4,14.92,309376.48
2446,Rural,Townhouse,1,1,3898,1954,No,No,Yes,7,4.83,23.4,441006.08
2447,Urban,Apartment,2,3,2287,2000,No,No,Yes,5,5.53,23.92,806094.13
2448,Rural,Apartment,3,3,2746,2018,No,Yes,No,9,9.16,6.47,453739.68
2449,Urban,Detached,1,1,2439,1981,Yes,Yes,Yes,6,5.27,20.31,422058.39
2450,Urban,Townhouse,5,2,4172,1998,Yes,Yes,Yes,9,2.28,15.71,857605.55
2451,Urban,Detached,5,1,2656,2009,Yes,Yes,No,9,3.6,10.52,51208.74
2452,Suburban,Apartment,1,2,3862,1995,No,Yes,No,4,7.05,16.81,859578.67
2453,Suburban,Detached,5,3,2655,2017,Yes,Yes,Yes,5,2.01,23.92,222337.57
2454,Suburban,Townhouse,5,3,3979,1990,No,No,No,0,3.09,13.16,310786.38
2455,Rural,Apartment,2,1,3099,2016,No,No,Yes,2,9.96,23.53,393528.62
2456,Rural,Semi-Detached,3,1,3520,1962,Yes,Yes,No,7,1.05,16.25,886619.62
2457,Suburban,Apartment,2,2,551,1967,Yes,Yes,Yes,2,2.37,12.33,913247.46
2458,Rural,Semi-Detached,3,2,2659,2000,Yes,Yes,Yes,0,8.59,16.28,678119.63
2459,Urban,Detached,5,2,794,1985,Yes,No,Yes,2,1.91,15.26,467470.72
2460,Urban,Detached,3,1,4151,1983,No,No,Yes,3,1.3,10.83,540321.42
2461,Urban,Townhouse,5,3,3760,1961,Yes,No,No,7,2.09,14.28,601381.53
2462,Suburban,Semi-Detached,5,1,4415,1954,Yes,No,No,8,7.24,17.73,956291.26
2463,Rural,Detached,2,3,4292,1997,No,Yes,No,3,9.94,21.05,970708.84
2464,Suburban,Semi-Detached,2,1,2612,1989,No,No,Yes,6,6.32,7.96,854966.28
2465,Rural,Detached,4,1,3121,1962,No,No,No,0,2.12,0.86,604542.27
2466,Urban,Apartment,1,2,964,1975,No,No,Yes,8,2.65,14.0,421197.75
2467,Suburban,Detached,4,3,2805,1963,No,Yes,Yes,3,5.84,12.49,268765.92
2468,Rural,Townhouse,4,1,2169,1960,Yes,No,No,8,7.44,1.83,557733.07
2469,Rural,Apartment,3,1,3551,1987,Yes,Yes,No,2,6.97,16.0,378349.35
2470,Urban,Townhouse,5,3,1133,2006,No,No,Yes,4,6.17,23.56,119107.27
2471,Suburban,Apartment,5,1,1854,1971,Yes,No,Yes,0,9.88,10.35,502409.72
2472,Suburban,Semi-Detached,5,3,2024,1965,No,No,No,2,2.78,22.41,592531.87
2473,Suburban,Townhouse,1,2,4254,1978,Yes,Yes,No,4,2.56,20.42,630749.39
2474,Urban,Detached,3,2,709,1951,Yes,No,No,5,8.73,4.46,120123.19
2475,Suburban,Semi-Detached,3,3,4379,2003,Yes,No,No,7,3.62,19.79,508954.67
2476,Urban,Detached,5,2,2636,1951,Yes,Yes,No,0,3.99,13.16,673117.4
2477,Urban,Apartment,4,3,4250,1952,Yes,No,Yes,2,5.94,23.01,963010.87
2478,Urban,Apartment,1,1,2575,2005,No,No,Yes,0,4.43,5.14,73793.52
2479,Rural,Detached,4,1,737,2021,Yes,No,Yes,4,3.59,3.56,692468.19
2480,Suburban,Detached,2,3,835,1960,Yes,No,No,7,9.25,6.41,109220.54
2481,Suburban,Semi-Detached,3,1,2610,1981,Yes,No,Yes,3,2.16,1.96,200901.31
2482,Urban,Detached,3,2,4338,1953,Yes,Yes,No,8,4.64,8.34,214642.57
2483,Urban,Townhouse,4,1,4479,1958,No,No,No,5,1.03,7.43,362428.82
2484,Suburban,Townhouse,1,1,2076,2005,No,No,No,5,8.27,10.7,839734.08
2485,Urban,Detached,3,3,999,1965,No,Yes,Yes,4,2.52,11.84,863425.39
2486,Suburban,Townhouse,4,2,2064,2020,Yes,Yes,Yes,9,7.96,4.05,406204.32
2487,Rural,Detached,1,1,1290,1959,No,No,Yes,4,2.34,15.67,459737.69
2488,Urban,Semi-Detached,4,1,4040,1985,No,No,Yes,6,4.75,5.98,256179.18
2489,Suburban,Townhouse,1,3,3139,1973,No,No,No,7,7.55,3.49,460888.1
2490,Urban,Townhouse,5,3,3622,2013,No,Yes,No,6,3.44,17.87,311092.71
2491,Suburban,Detached,1,2,1635,2005,Yes,No,Yes,0,3.83,1.06,216138.51
2492,Suburban,Townhouse,2,1,4444,1971,Yes,Yes,Yes,0,7.01,9.52,200544.67
2493,Urban,Apartment,5,3,2848,2001,Yes,Yes,No,9,2.69,4.04,786864.79
2494,Rural,Semi-Detached,4,3,3661,1999,Yes,Yes,Yes,5,9.57,22.13,161099.07
2495,Suburban,Semi-Detached,5,3,728,1996,No,No,Yes,2,2.7,20.7,635232.75
2496,Suburban,Townhouse,5,2,649,1972,Yes,No,No,8,7.75,1.98,209107.91
2497,Suburban,Townhouse,4,3,2278,1968,Yes,No,Yes,6,8.22,13.99,845947.45
2498,Rural,Apartment,4,2,3709,2001,Yes,Yes,Yes,1,4.37,7.74,310743.71
2499,Rural,Apartment,2,2,3706,1983,No,No,Yes,2,2.41,5.22,92648.81
2500,Urban,Townhouse,4,1,4028,1978,No,No,No,7,2.49,8.13,479469.5
2501,Rural,Townhouse,3,1,2124,2010,No,Yes,Yes,0,9.87,20.49,999807.26
2502,Urban,Apartment,3,2,4065,1984,Yes,Yes,Yes,4,7.53,1.92,822480.25
2503,Urban,Detached,2,1,3074,1954,Yes,Yes,No,9,5.05,16.38,591749.37
2504,Rural,Apartment,1,1,832,1956,Yes,Yes,No,0,3.32,22.88,229966.87
2505,Urban,Detached,1,3,3933,1990,Yes,Yes,No,8,1.17,11.48,161629.79
2506,Rural,Semi-Detached,3,1,673,1951,No,No,No,6,7.03,22.59,846623.01
2507,Urban,Semi-Detached,4,2,4173,1959,Yes,Yes,No,4,9.61,22.72,798322.04
2508,Rural,Apartment,2,1,3784,1993,No,No,No,5,1.96,15.44,489079.14
2509,Rural,Detached,1,3,1866,2019,No,Yes,No,2,7.79,11.67,450339.2
2510,Urban,Apartment,1,2,2608,1984,Yes,No,Yes,2,2.38,18.57,761239.15
2511,Suburban,Apartment,5,1,4447,2011,No,No,No,6,8.13,22.95,559235.77
2512,Urban,Detached,3,2,4303,2023,Yes,Yes,No,6,4.34,17.16,433960.79
2513,Rural,Apartment,4,1,1584,2022,Yes,Yes,No,6,7.41,5.64,289134.81
2514,Suburban,Semi-Detached,2,3,1318,1969,Yes,No,Yes,1,9.34,20.59,166435.33
2515,Urban,Townhouse,1,1,2201,1984,Yes,Yes,Yes,1,6.58,23.81,615053.8
2516,Urban,Townhouse,5,2,3071,1986,No,Yes,No,4,9.29,10.55,834746.41
2517,Urban,Apartment,3,2,2763,2021,No,Yes,No,3,3.12,17.59,758873.96
2518,Suburban,Detached,3,2,2112,2003,Yes,Yes,No,6,9.8,13.2,711502.53
2519,Rural,Detached,2,1,4315,1977,No,Yes,Yes,2,8.86,3.24,932409.5
2520,Urban,Semi-Detached,1,1,1123,2019,No,Yes,No,4,1.97,9.07,424790.91
2521,Urban,Detached,2,1,1077,1981,No,Yes,Yes,1,4.72,4.51,180356.69
2522,Urban,Detached,2,3,3241,1960,Yes,Yes,Yes,0,9.34,17.0,146851.65
2523,Urban,Semi-Detached,5,3,922,1991,Yes,No,No,8,1.7,14.76,957261.47
2524,Urban,Apartment,3,3,3263,1972,Yes,No,Yes,3,5.08,1.32,609516.01
2525,Rural,Townhouse,4,2,3994,1979,No,Yes,No,7,7.51,2.01,820253.58
2526,Rural,Semi-Detached,3,2,1894,1958,Yes,Yes,Yes,6,1.3,6.89,558781.86
2527,Urban,Apartment,3,2,1729,2008,Yes,No,Yes,0,7.78,18.75,428569.68
2528,Suburban,Semi-Detached,5,2,3857,1977,Yes,Yes,Yes,9,4.25,3.61,240256.17
2529,Rural,Apartment,4,2,3676,1982,Yes,Yes,No,6,3.24,5.52,863587.93
2530,Suburban,Semi-Detached,1,1,1253,1996,Yes,Yes,Yes,1,6.18,22.74,110339.48
2531,Rural,Apartment,4,2,1246,1971,Yes,Yes,Yes,2,5.9,13.88,905221.23
2532,Urban,Semi-Detached,1,1,1187,1978,No,No,No,0,8.87,15.71,244762.14
2533,Rural,Apartment,4,3,1222,1983,Yes,Yes,Yes,6,7.08,11.67,59054.49
2534,Urban,Semi-Detached,2,3,2066,1991,No,No,Yes,2,4.8,7.84,148702.26
2535,Rural,Townhouse,4,3,1246,2001,Yes,Yes,No,5,6.85,6.6,889333.28
2536,Urban,Townhouse,5,3,741,1996,No,No,No,6,7.75,14.94,120021.82
2537,Urban,Detached,1,3,4062,2023,No,No,No,2,9.44,12.04,387478.56
2538,Urban,Apartment,3,2,3212,2000,No,No,Yes,1,7.34,10.37,287800.74
2539,Urban,Semi-Detached,5,2,1207,1994,Yes,Yes,Yes,8,5.89,17.51,85011.92
2540,Suburban,Apartment,1,2,4069,1983,Yes,Yes,Yes,8,4.36,10.4,554893.51
2541,Urban,Townhouse,1,3,934,1970,No,Yes,Yes,6,9.02,1.4,998416.27
2542,Suburban,Apartment,3,3,1280,1962,No,No,Yes,4,8.13,21.07,860357.11
2543,Suburban,Semi-Detached,2,1,983,2003,Yes,Yes,No,3,1.69,8.3,210447.99
2544,Urban,Apartment,5,2,4018,1974,Yes,Yes,Yes,3,7.3,23.69,890100.21
2545,Suburban,Semi-Detached,3,3,2931,1970,Yes,No,No,0,5.85,22.05,479203.81
2546,Rural,Townhouse,3,3,2033,1950,No,Yes,Yes,3,1.93,6.23,309588.02
2547,Urban,Townhouse,2,3,669,2007,No,No,Yes,6,6.08,24.15,658290.58
2548,Suburban,Townhouse,5,1,1520,2018,No,Yes,No,4,2.73,21.41,255860.08
2549,Urban,Detached,3,3,3497,2020,No,No,Yes,8,7.37,24.63,885669.2
2550,Urban,Townhouse,2,1,1368,1962,No,No,Yes,3,3.51,17.11,642974.98
2551,Urban,Apartment,5,1,2870,2001,Yes,No,No,2,2.35,23.3,179220.79
2552,Suburban,Detached,4,2,1347,1972,No,No,No,5,1.74,17.41,592116.43
2553,Rural,Townhouse,1,3,1997,1970,No,No,Yes,3,5.42,21.45,534852.49
2554,Rural,Apartment,2,1,3803,1955,Yes,No,No,1,2.8,15.46,497882.75
2555,Suburban,Apartment,1,3,1195,1969,Yes,No,Yes,4,8.7,23.26,396727.13
2556,Urban,Apartment,4,2,2906,1989,Yes,Yes,No,3,1.03,13.19,500495.25
2557,Suburban,Semi-Detached,3,2,3846,1958,No,No,Yes,4,8.59,18.55,606710.91
2558,Suburban,Detached,3,1,4482,1999,Yes,Yes,No,8,5.69,22.97,746890.85
2559,Suburban,Apartment,5,2,531,1977,No,Yes,No,3,9.3,10.85,921981.8
2560,Urban,Semi-Detached,2,2,676,1960,Yes,Yes,Yes,5,2.84,1.15,92164.89
2561,Suburban,Townhouse,2,2,3464,2005,No,No,No,3,1.92,3.27,590876.82
2562,Urban,Apartment,5,3,2612,1984,No,Yes,No,0,6.62,24.31,764375.28
2563,Suburban,Semi-Detached,1,3,4281,1974,Yes,No,No,1,7.36,21.89,159776.43
2564,Rural,Apartment,3,1,2574,1968,No,Yes,Yes,5,4.35,12.34,915922.9
2565,Suburban,Detached,3,1,4234,1980,Yes,No,No,7,1.12,24.04,282740.27
2566,Suburban,Detached,2,2,4386,1999,No,No,No,8,4.66,5.05,841665.32
2567,Rural,Townhouse,2,2,2002,2012,No,Yes,No,3,3.1,3.22,678906.33
2568,Urban,Apartment,5,1,2815,1996,No,No,Yes,5,4.13,15.24,581569.26
2569,Urban,Semi-Detached,4,2,3144,1950,Yes,Yes,Yes,2,5.56,9.86,875780.25
2570,Suburban,Townhouse,1,1,3559,2007,No,No,No,8,7.32,8.82,970772.77
2571,Rural,Apartment,4,3,565,1959,Yes,No,Yes,7,9.67,18.49,997274.32
2572,Urban,Townhouse,4,2,632,1957,No,Yes,No,0,2.3,4.18,699116.96
2573,Suburban,Semi-Detached,2,2,2428,1975,No,No,Yes,1,7.12,19.57,372174.54
2574,Rural,Townhouse,2,2,1415,1983,Yes,Yes,No,9,3.1,9.31,880964.29
2575,Urban,Townhouse,2,3,3937,1968,Yes,Yes,Yes,8,2.99,24.68,671630.89
2576,Urban,Townhouse,4,3,2629,2021,No,Yes,No,9,6.7,20.31,357162.74
2577,Rural,Apartment,1,2,2416,1950,No,No,No,2,7.98,16.33,935746.4
2578,Rural,Semi-Detached,2,1,2354,1997,No,Yes,Yes,2,9.8,6.12,760267.88
2579,Rural,Detached,3,3,3529,1974,No,Yes,No,9,7.92,23.93,480186.41
2580,Rural,Apartment,1,2,1851,1973,No,Yes,No,8,2.42,1.31,481766.06
2581,Suburban,Detached,3,2,3669,1996,No,Yes,No,2,3.03,5.97,996132.14
2582,Rural,Detached,1,3,1084,2018,Yes,No,Yes,9,7.85,1.4,405023.65
2583,Urban,Apartment,2,1,2874,2016,No,No,No,4,5.74,24.18,139376.64
2584,Urban,Apartment,5,2,3089,1981,Yes,Yes,No,5,3.66,21.85,561633.44
2585,Suburban,Semi-Detached,2,1,1648,1966,No,Yes,No,2,5.25,23.83,890611.35
2586,Urban,Semi-Detached,4,1,2757,2010,No,Yes,Yes,9,9.23,18.02,605293.8
2587,Urban,Townhouse,4,3,4355,2018,Yes,Yes,No,7,7.8,1.17,803433.1
2588,Rural,Detached,1,2,2248,1960,No,Yes,Yes,1,5.06,23.32,102121.46
2589,Urban,Semi-Detached,4,2,2680,1987,No,Yes,No,5,9.82,10.81,689725.0
2590,Suburban,Townhouse,2,1,4074,2017,Yes,No,Yes,1,8.15,9.52,125234.41
2591,Rural,Semi-Detached,3,3,2704,1968,No,Yes,Yes,8,1.05,7.46,578538.85
2592,Rural,Apartment,2,3,4130,1966,Yes,Yes,Yes,5,2.01,7.53,522879.06
2593,Suburban,Semi-Detached,1,3,2392,1962,No,Yes,No,8,5.99,20.12,948324.2
2594,Rural,Detached,4,1,3422,1950,No,Yes,Yes,3,4.15,6.78,175841.18
2595,Rural,Semi-Detached,3,1,2929,1951,Yes,Yes,Yes,2,8.31,5.94,59016.84
2596,Suburban,Detached,5,2,3593,2015,Yes,Yes,Yes,1,9.06,17.6,180487.02
2597,Rural,Apartment,3,3,1473,2017,No,No,Yes,7,3.17,7.54,212170.83
2598,Suburban,Detached,3,1,3142,1965,Yes,No,Yes,3,7.87,0.82,288365.89
2599,Suburban,Semi-Detached,2,3,1942,1953,Yes,Yes,Yes,1,5.82,23.33,824334.32
2600,Urban,Townhouse,5,1,3019,2006,Yes,No,Yes,8,4.53,8.18,408036.79
2601,Urban,Apartment,1,2,733,2022,No,Yes,Yes,7,8.08,19.23,848719.71
2602,Rural,Semi-Detached,1,3,3119,1972,Yes,No,Yes,4,6.08,11.99,308337.17
2603,Rural,Apartment,3,1,1977,1951,Yes,Yes,No,7,6.72,3.78,867514.06
2604,Suburban,Apartment,3,3,4271,2016,Yes,Yes,Yes,4,1.56,16.72,57685.92
2605,Rural,Semi-Detached,4,1,2093,1975,Yes,Yes,Yes,6,6.27,6.17,937808.7
2606,Suburban,Semi-Detached,5,1,1270,1956,Yes,No,Yes,4,3.71,7.55,758746.76
2607,Suburban,Townhouse,3,1,3733,1993,No,No,Yes,4,5.44,1.29,442093.96
2608,Rural,Apartment,4,3,2848,1982,No,Yes,Yes,3,3.0,0.9,598468.27
2609,Suburban,Apartment,5,1,805,2013,No,Yes,Yes,4,6.53,13.08,936365.94
2610,Urban,Semi-Detached,1,2,501,1985,No,No,Yes,6,2.33,1.92,603432.3
2611,Rural,Detached,4,3,770,1953,No,Yes,No,2,2.11,5.63,267140.1
2612,Urban,Semi-Detached,5,2,920,1972,Yes,Yes,No,3,2.7,23.13,594230.21
2613,Rural,Apartment,4,2,3714,1974,Yes,Yes,No,7,8.36,2.53,877874.93
2614,Suburban,Semi-Detached,3,3,3247,2023,No,No,Yes,5,1.3,7.62,988077.48
2615,Rural,Townhouse,2,1,1363,1976,Yes,No,Yes,7,7.57,18.3,604879.11
2616,Urban,Detached,1,2,2376,2000,Yes,Yes,No,1,1.51,22.17,197862.92
2617,Suburban,Semi-Detached,3,3,3507,2018,Yes,Yes,No,8,6.33,1.63,783164.82
2618,Rural,Townhouse,3,1,3541,1972,No,No,Yes,6,7.96,5.04,997065.78
2619,Rural,Apartment,5,3,4307,1958,Yes,Yes,Yes,4,3.08,10.0,499954.15
2620,Rural,Semi-Detached,4,3,1509,1982,Yes,Yes,No,6,2.76,9.34,414546.13
2621,Urban,Apartment,1,3,3426,1984,No,Yes,No,1,3.6,7.57,574875.61
2622,Urban,Townhouse,3,1,3239,1999,No,Yes,No,3,7.3,6.44,206527.87
2623,Rural,Apartment,5,2,4106,1973,Yes,No,No,6,3.29,7.08,972719.22
2624,Suburban,Townhouse,1,2,3414,1973,Yes,Yes,Yes,1,5.52,3.77,846417.95
2625,Suburban,Townhouse,4,3,1560,1968,No,Yes,No,7,2.21,4.5,157341.18
2626,Urban,Townhouse,3,3,606,1988,No,Yes,No,9,5.15,15.37,947827.42
2627,Suburban,Semi-Detached,3,1,3868,2010,Yes,No,Yes,9,6.62,7.66,945678.48
2628,Urban,Apartment,3,3,4312,1974,Yes,No,No,4,1.65,10.29,350537.01
2629,Rural,Apartment,1,3,2348,1974,No,No,No,4,8.34,10.59,638184.96
2630,Urban,Detached,1,3,3668,1976,Yes,Yes,No,7,9.44,3.19,155216.57
2631,Urban,Detached,1,2,2828,1981,No,Yes,Yes,0,2.74,20.58,129981.83
2632,Rural,Detached,1,3,1633,1960,No,Yes,Yes,5,7.83,23.93,526704.83
2633,Suburban,Detached,5,2,1048,2018,No,No,No,1,3.82,6.96,97194.17
2634,Urban,Apartment,2,1,3099,1982,Yes,No,Yes,0,7.09,7.71,881147.03
2635,Urban,Townhouse,5,1,2120,1968,Yes,Yes,Yes,6,3.76,17.48,931690.61
2636,Rural,Townhouse,3,2,2337,1965,No,Yes,No,3,8.76,2.47,113941.09
2637,Suburban,Semi-Detached,5,2,2735,1960,No,No,Yes,0,4.12,22.73,94920.49
2638,Urban,Townhouse,4,2,3299,2023,No,Yes,No,9,8.64,3.45,260346.93
2639,Rural,Apartment,1,2,3417,2018,No,Yes,Yes,5,7.9,18.44,933460.44
2640,Urban,Apartment,4,3,2011,2004,Yes,Yes,No,9,2.77,7.64,780563.9
2641,Rural,Apartment,4,2,1877,1974,No,No,Yes,5,2.41,8.42,692672.9
2642,Suburban,Semi-Detached,3,2,518,1983,No,Yes,Yes,2,8.02,3.95,787529.85
2643,Suburban,Detached,1,2,1358,1961,No,No,No,5,4.51,16.34,239502.94
2644,Suburban,Townhouse,4,3,1916,1970,Yes,Yes,No,9,9.54,19.98,293758.94
2645,Suburban,Apartment,3,3,4408,1978,No,No,No,8,9.49,23.78,351747.2
